table;year;column;n;n_missing;pct_missing;min;max;mean;median;p1;p99
BAS_MATRICULA;2019;IN_EJA;1000;59;5.9;0;1;0.0691;0;0;1
BAS_MATRICULA;2019;IN_PROFISSIONALIZANTE;1000;70;7;0;1;0.0366;0;0;1
BAS_MATRICULA;2019;ID_TURMA;1000;0;0;;;;;;
BAS_MATRICULA;2019;CO_ENTIDADE;1000;0;0;;;;;;
BAS_MATRICULA;2020;NU_ANO;1000;0;0;2020;2020;2020;2020;2020;2020
BAS_MATRICULA;2020;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_MATRICULA;2020;ID_MATRICULA;1000;0;0;;;;;;
BAS_MATRICULA;2020;NU_IDADE_REFERENCIA;1000;0;0;4;67;12.276;12;4;39
BAS_MATRICULA;2020;TP_SEXO;1000;0;0;1;2;1.491;1;1;2
BAS_MATRICULA;2020;TP_COR_RACA;1000;0;0;0;5;1.465;1;0;4
BAS_MATRICULA;2020;TP_NACIONALIDADE;1000;0;0;1;3;1.006;1;1;1
BAS_MATRICULA;2020;CO_UF_NASC;1000;1000;100;;;;;;
BAS_MATRICULA;2020;CO_MUNICIPIO_NASC;1000;2;0.2;;;;;;
BAS_MATRICULA;2020;CO_PAIS_RESIDENCIA;1000;0;0;;;;;;
BAS_MATRICULA;2020;CO_UF_END;1000;356;35.6;;;;;;
BAS_MATRICULA;2020;CO_MUNICIPIO_END;1000;311;31.1;;;;;;
BAS_MATRICULA;2020;TP_ZONA_RESIDENCIAL;1000;0;0;1;2;1.169;1;1;2
BAS_MATRICULA;2020;IN_NECESSIDADE_ESPECIAL;1000;0;0;0;1;0.032;0;0;1
BAS_MATRICULA;2020;IN_TRANSPORTE_PUBLICO;1000;8;0.8;0;1;0.1865;0;0;1
BAS_MATRICULA;2020;IN_TRANSP_BICICLETA;1000;807;80.7;0;0;0;0;0;0
BAS_MATRICULA;2020;IN_TRANSP_MICRO_ONIBUS;1000;843;84.3;0;1;0.1274;0;0;1
BAS_MATRICULA;2020;IN_TRANSP_ONIBUS;1000;815;81.5;0;1;0.7243;1;0;1
BAS_MATRICULA;2020;IN_TRANSP_TR_ANIMAL;1000;824;82.4;0;0;0;0;0;0
BAS_MATRICULA;2020;IN_TRANSP_VANS_KOMBI;1000;818;81.8;0;1;0.1319;0;0;1
BAS_MATRICULA;2020;IN_TRANSP_OUTRO_VEICULO;1000;811;81.1;0;1;0.0688;0;0;1
BAS_MATRICULA;2020;IN_TRANSP_EMBAR_ATE5;1000;809;80.9;0;1;0.0052;0;0;0
BAS_MATRICULA;2020;IN_TRANSP_EMBAR_5A15;1000;815;81.5;0;1;0.027;0;0;1
BAS_MATRICULA;2020;IN_TRANSP_EMBAR_15A35;1000;839;83.9;0;1;0.0311;0;0;1
BAS_MATRICULA;2020;IN_TRANSP_EMBAR_35;1000;831;83.1;0;1;0.0059;0;0;0
BAS_MATRICULA;2020;IN_ESPECIAL_EXCLUSIVA;1000;35;3.5;0;1;0.0041;0;0;0
BAS_MATRICULA;2020;IN_REGULAR;1000;37;3.7;0;1;0.8982;1;0;1
BAS_MATRICULA;2020;IN_EJA;1000;43;4.3;0;1;0.0617;0;0;1
BAS_MATRICULA;2020;IN_PROFISSIONALIZANTE;1000;41;4.1;0;1;0.0521;0;0;1
BAS_MATRICULA;2020;ID_TURMA;1000;0;0;;;;;;
BAS_MATRICULA;2020;CO_ENTIDADE;1000;0;0;;;;;;
BAS_MATRICULA;2021;NU_ANO;1000;0;0;2021;2021;2021;2021;2021;2021
BAS_MATRICULA;2021;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_MATRICULA;2021;ID_MATRICULA;1000;0;0;;;;;;
BAS_MATRICULA;2021;NU_IDADE_REFERENCIA;1000;0;0;4;53;12.632;12;4;37
BAS_MATRICULA;2021;TP_SEXO;1000;0;0;1;2;1.492;1;1;2
BAS_MATRICULA;2021;TP_COR_RACA;1000;0;0;0;5;1.46;1;0;4
BAS_MATRICULA;2021;TP_NACIONALIDADE;1000;0;0;1;3;1.006;1;1;1
BAS_MATRICULA;2021;CO_UF_NASC;1000;1000;100;;;;;;
BAS_MATRICULA;2021;CO_MUNICIPIO_NASC;1000;0;0;;;;;;
BAS_MATRICULA;2021;CO_PAIS_RESIDENCIA;1000;0;0;;;;;;
BAS_MATRICULA;2021;CO_UF_END;1000;353;35.3;;;;;;
BAS_MATRICULA;2021;CO_MUNICIPIO_END;1000;360;36;;;;;;
BAS_MATRICULA;2021;TP_ZONA_RESIDENCIAL;1000;0;0;1;2;1.152;1;1;2
BAS_MATRICULA;2021;IN_NECESSIDADE_ESPECIAL;1000;0;0;0;1;0.043;0;0;1
BAS_MATRICULA;2021;IN_TRANSPORTE_PUBLICO;1000;9;0.9;0;1;0.1736;0;0;1
BAS_MATRICULA;2021;IN_TRANSP_BICICLETA;1000;830;83;0;0;0;0;0;0
BAS_MATRICULA;2021;IN_TRANSP_MICRO_ONIBUS;1000;844;84.4;0;1;0.1859;0;0;1
BAS_MATRICULA;2021;IN_TRANSP_ONIBUS;1000;827;82.7;0;1;0.6763;1;0;1
BAS_MATRICULA;2021;IN_TRANSP_TR_ANIMAL;1000;815;81.5;0;0;0;0;0;0
BAS_MATRICULA;2021;IN_TRANSP_VANS_KOMBI;1000;800;80;0;1;0.1;0;0;1
BAS_MATRICULA;2021;IN_TRANSP_OUTRO_VEICULO;1000;818;81.8;0;1;0.0165;0;0;1
BAS_MATRICULA;2021;IN_TRANSP_EMBAR_ATE5;1000;837;83.7;0;0;0;0;0;0
BAS_MATRICULA;2021;IN_TRANSP_EMBAR_5A15;1000;829;82.9;0;1;0.0175;0;0;1
BAS_MATRICULA;2021;IN_TRANSP_EMBAR_15A35;1000;827;82.7;0;1;0.0058;0;0;0
BAS_MATRICULA;2021;IN_TRANSP_EMBAR_35;1000;829;82.9;0;0;0;0;0;0
BAS_MATRICULA;2021;IN_ESPECIAL_EXCLUSIVA;1000;42;4.2;0;1;0.0042;0;0;0
BAS_MATRICULA;2021;IN_REGULAR;1000;41;4.1;0;1;0.9093;1;0;1
BAS_MATRICULA;2021;IN_EJA;1000;41;4.1;0;1;0.0615;0;0;1
BAS_MATRICULA;2021;IN_PROFISSIONALIZANTE;1000;50;5;0;1;0.0389;0;0;1
BAS_MATRICULA;2021;ID_TURMA;1000;0;0;;;;;;
BAS_MATRICULA;2021;CO_ENTIDADE;1000;0;0;;;;;;
BAS_MATRICULA;2022;NU_ANO;1000;0;0;2022;2022;2022;2022;2022;2022
BAS_MATRICULA;2022;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_MATRICULA;2022;ID_MATRICULA;1000;0;0;;;;;;
BAS_MATRICULA;2022;NU_IDADE_REFERENCIA;1000;0;0;4;80;13.327;13;4;38
BAS_MATRICULA;2022;TP_SEXO;1000;0;0;1;2;1.495;1;1;2
BAS_MATRICULA;2022;TP_COR_RACA;1000;0;0;0;5;1.47;1;0;4
BAS_MATRICULA;2022;TP_NACIONALIDADE;1000;0;0;1;3;1.008;1;1;1
BAS_MATRICULA;2022;CO_UF_NASC;1000;1000;100;;;;;;
BAS_MATRICULA;2022;CO_MUNICIPIO_NASC;1000;2;0.2;;;;;;
BAS_MATRICULA;2022;CO_PAIS_RESIDENCIA;1000;0;0;;;;;;
BAS_MATRICULA;2022;CO_UF_END;1000;344;34.4;;;;;;
BAS_MATRICULA;2022;CO_MUNICIPIO_END;1000;333;33.3;;;;;;
BAS_MATRICULA;2022;TP_ZONA_RESIDENCIAL;1000;1;0.1;1;2;1.1692;1;1;2
BAS_MATRICULA;2022;IN_NECESSIDADE_ESPECIAL;1000;0;0;0;1;0.045;0;0;1
BAS_MATRICULA;2022;IN_TRANSPORTE_PUBLICO;1000;19;1.9;0;1;0.1774;0;0;1
BAS_MATRICULA;2022;IN_TRANSP_BICICLETA;1000;828;82.8;0;0;0;0;0;0
BAS_MATRICULA;2022;IN_TRANSP_MICRO_ONIBUS;1000;839;83.9;0;1;0.1739;0;0;1
BAS_MATRICULA;2022;IN_TRANSP_ONIBUS;1000;828;82.8;0;1;0.7093;1;0;1
BAS_MATRICULA;2022;IN_TRANSP_TR_ANIMAL;1000;819;81.9;0;0;0;0;0;0
BAS_MATRICULA;2022;IN_TRANSP_VANS_KOMBI;1000;849;84.9;0;1;0.1325;0;0;1
BAS_MATRICULA;2022;IN_TRANSP_OUTRO_VEICULO;1000;821;82.1;0;1;0.0559;0;0;1
BAS_MATRICULA;2022;IN_TRANSP_EMBAR_ATE5;1000;824;82.4;0;0;0;0;0;0
BAS_MATRICULA;2022;IN_TRANSP_EMBAR_5A15;1000;826;82.6;0;0;0;0;0;0
BAS_MATRICULA;2022;IN_TRANSP_EMBAR_15A35;1000;832;83.2;0;1;0.0179;0;0;1
BAS_MATRICULA;2022;IN_TRANSP_EMBAR_35;1000;831;83.1;0;0;0;0;0;0
BAS_MATRICULA;2022;IN_ESPECIAL_EXCLUSIVA;1000;53;5.3;0;1;0.0053;0;0;0
BAS_MATRICULA;2022;IN_REGULAR;1000;64;6.4;0;1;0.9017;1;0;1
BAS_MATRICULA;2022;IN_EJA;1000;52;5.2;0;1;0.0654;0;0;1
BAS_MATRICULA;2022;IN_PROFISSIONALIZANTE;1000;54;5.4;0;1;0.0402;0;0;1
BAS_MATRICULA;2022;ID_TURMA;1000;0;0;;;;;;
BAS_MATRICULA;2022;CO_ENTIDADE;1000;0;0;;;;;;
BAS_MATRICULA;2023;NU_ANO;1000;0;0;2023;2023;2023;2023;2023;2023
BAS_MATRICULA;2023;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_MATRICULA;2023;ID_MATRICULA;1000;0;0;;;;;;
BAS_MATRICULA;2023;NU_IDADE_REFERENCIA;1000;0;0;4;62;13.743;13;4;34.02
BAS_MATRICULA;2023;TP_SEXO;1000;0;0;1;2;1.494;1;1;2
BAS_MATRICULA;2023;TP_COR_RACA;1000;0;0;0;5;1.466;1;0;3.00999999999999
BAS_MATRICULA;2023;TP_NACIONALIDADE;1000;0;0;1;3;1.004;1;1;1
BAS_MATRICULA;2023;CO_UF_NASC;1000;1000;100;;;;;;
BAS_MATRICULA;2023;CO_MUNICIPIO_NASC;1000;3;0.3;;;;;;
BAS_MATRICULA;2023;CO_PAIS_RESIDENCIA;1000;0;0;;;;;;
BAS_MATRICULA;2023;CO_UF_END;1000;354;35.4;;;;;;
BAS_MATRICULA;2023;CO_MUNICIPIO_END;1000;352;35.2;;;;;;
BAS_MATRICULA;2023;TP_ZONA_RESIDENCIAL;1000;0;0;1;2;1.169;1;1;2
BAS_MATRICULA;2023;IN_NECESSIDADE_ESPECIAL;1000;0;0;0;1;0.04;0;0;1
BAS_MATRICULA;2023;IN_TRANSPORTE_PUBLICO;1000;25;2.5;0;1;0.1979;0;0;1
BAS_MATRICULA;2023;IN_TRANSP_BICICLETA;1000;829;82.9;0;0;0;0;0;0
BAS_MATRICULA;2023;IN_TRANSP_MICRO_ONIBUS;1000;836;83.6;0;1;0.1707;0;0;1
BAS_MATRICULA;2023;IN_TRANSP_ONIBUS;1000;849;84.9;0;1;0.7219;1;0;1
BAS_MATRICULA;2023;IN_TRANSP_TR_ANIMAL;1000;823;82.3;0;0;0;0;0;0
BAS_MATRICULA;2023;IN_TRANSP_VANS_KOMBI;1000;834;83.4;0;1;0.0663;0;0;1
BAS_MATRICULA;2023;IN_TRANSP_OUTRO_VEICULO;1000;833;83.3;0;1;0.0299;0;0;1
BAS_MATRICULA;2023;IN_TRANSP_EMBAR_ATE5;1000;831;83.1;0;0;0;0;0;0
BAS_MATRICULA;2023;IN_TRANSP_EMBAR_5A15;1000;830;83;0;0;0;0;0;0
BAS_MATRICULA;2023;IN_TRANSP_EMBAR_15A35;1000;825;82.5;0;1;0.0229;0;0;1
BAS_MATRICULA;2023;IN_TRANSP_EMBAR_35;1000;816;81.6;0;0;0;0;0;0
BAS_MATRICULA;2023;IN_ESPECIAL_EXCLUSIVA;1000;50;5;0;1;0.0011;0;0;0
BAS_MATRICULA;2023;IN_REGULAR;1000;57;5.7;0;1;0.8727;1;0;1
BAS_MATRICULA;2023;IN_EJA;1000;53;5.3;0;1;0.0602;0;0;1
BAS_MATRICULA;2023;IN_PROFISSIONALIZANTE;1000;66;6.6;0;1;0.0589;0;0;1
BAS_MATRICULA;2023;ID_TURMA;1000;0;0;;;;;;
BAS_MATRICULA;2023;CO_ENTIDADE;1000;0;0;;;;;;
BAS_MATRICULA;2024;NU_ANO;1000;0;0;2024;2024;2024;2024;2024;2024
BAS_MATRICULA;2024;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_MATRICULA;2024;ID_MATRICULA;1000;0;0;;;;;;
BAS_MATRICULA;2024;NU_IDADE_REFERENCIA;1000;0;0;4;49;14.241;14;4;35
BAS_MATRICULA;2024;TP_SEXO;1000;0;0;1;2;1.495;1;1;2
BAS_MATRICULA;2024;TP_COR_RACA;1000;0;0;0;5;1.498;1;0;3.00999999999999
BAS_MATRICULA;2024;TP_NACIONALIDADE;1000;0;0;1;3;1.008;1;1;1
BAS_MATRICULA;2024;CO_UF_NASC;1000;1000;100;;;;;;
BAS_MATRICULA;2024;CO_MUNICIPIO_NASC;1000;4;0.4;;;;;;
BAS_MATRICULA;2024;CO_PAIS_RESIDENCIA;1000;0;0;;;;;;
BAS_MATRICULA;2024;CO_UF_END;1000;353;35.3;;;;;;
BAS_MATRICULA;2024;CO_MUNICIPIO_END;1000;353;35.3;;;;;;
BAS_MATRICULA;2024;TP_ZONA_RESIDENCIAL;1000;0;0;1;2;1.151;1;1;2
BAS_MATRICULA;2024;IN_NECESSIDADE_ESPECIAL;1000;0;0;0;1;0.057;0;0;1
BAS_MATRICULA;2024;IN_TRANSPORTE_PUBLICO;1000;22;2.2;0;1;0.1769;0;0;1
BAS_MATRICULA;2024;IN_TRANSP_BICICLETA;1000;827;82.7;0;0;0;0;0;0
BAS_MATRICULA;2024;IN_TRANSP_MICRO_ONIBUS;1000;819;81.9;0;1;0.1547;0;0;1
BAS_MATRICULA;2024;IN_TRANSP_ONIBUS;1000;829;82.9;0;1;0.6959;1;0;1
BAS_MATRICULA;2024;IN_TRANSP_TR_ANIMAL;1000;817;81.7;0;0;0;0;0;0
BAS_MATRICULA;2024;IN_TRANSP_VANS_KOMBI;1000;827;82.7;0;1;0.0289;0;0;1
BAS_MATRICULA;2024;IN_TRANSP_OUTRO_VEICULO;1000;838;83.8;0;1;0.0556;0;0;1
BAS_MATRICULA;2024;IN_TRANSP_EMBAR_ATE5;1000;822;82.2;0;0;0;0;0;0
BAS_MATRICULA;2024;IN_TRANSP_EMBAR_5A15;1000;826;82.6;0;1;0.0172;0;0;1
BAS_MATRICULA;2024;IN_TRANSP_EMBAR_15A35;1000;801;80.1;0;1;0.0251;0;0;1
BAS_MATRICULA;2024;IN_TRANSP_EMBAR_35;1000;799;79.9;0;0;0;0;0;0
BAS_MATRICULA;2024;IN_ESPECIAL_EXCLUSIVA;1000;64;6.4;0;1;0.0032;0;0;0
BAS_MATRICULA;2024;IN_REGULAR;1000;67;6.7;0;1;0.8714;1;0;1
BAS_MATRICULA;2024;IN_EJA;1000;64;6.4;0;1;0.0588;0;0;1
BAS_MATRICULA;2024;IN_PROFISSIONALIZANTE;1000;70;7;0;1;0.0344;0;0;1
BAS_MATRICULA;2024;ID_TURMA;1000;0;0;;;;;;
BAS_MATRICULA;2024;CO_ENTIDADE;1000;0;0;;;;;;
BAS_SITUACAO;2019;NU_ANO;1000;0;0;2019;2019;2019;2019;2019;2019
BAS_SITUACAO;2019;ID_MATRICULA;1000;0;0;;;;;;
BAS_SITUACAO;2019;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_SITUACAO;2019;IN_REGULAR;1000;65;6.5;0;1;0.8791;1;0;1
BAS_SITUACAO;2019;ID_TURMA;1000;0;0;;;;;;
BAS_SITUACAO;2019;CO_ENTIDADE;1000;0;0;;;;;;
BAS_SITUACAO;2019;TP_SITUACAO;1000;51;5.1;2;9;5.6354;5;2;9
BAS_SITUACAO;2019;IN_CONCLUINTE;1000;820;82;0;1;0.6167;1;0;1
BAS_SITUACAO;2019;IN_TRANSFERIDO;1000;0;0;0;1;0.017;0;0;1
BAS_SITUACAO;2020;NU_ANO;1000;0;0;2020;2020;2020;2020;2020;2020
BAS_SITUACAO;2020;ID_MATRICULA;1000;0;0;;;;;;
BAS_SITUACAO;2020;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_SITUACAO;2020;IN_REGULAR;1000;37;3.7;0;1;0.8982;1;0;1
BAS_SITUACAO;2020;ID_TURMA;1000;0;0;;;;;;
BAS_SITUACAO;2020;CO_ENTIDADE;1000;0;0;;;;;;
BAS_SITUACAO;2020;TP_SITUACAO;1000;42;4.2;2;9;5.7161;5;2;9
BAS_SITUACAO;2020;IN_CONCLUINTE;1000;813;81.3;0;1;0.5882;1;0;1
BAS_SITUACAO;2020;IN_TRANSFERIDO;1000;0;0;0;1;0.01;0;0;0.00999999999999091
BAS_SITUACAO;2021;NU_ANO;1000;0;0;2021;2021;2021;2021;2021;2021
BAS_SITUACAO;2021;ID_MATRICULA;1000;0;0;;;;;;
BAS_SITUACAO;2021;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_SITUACAO;2021;IN_REGULAR;1000;41;4.1;0;1;0.9093;1;0;1
BAS_SITUACAO;2021;ID_TURMA;1000;0;0;;;;;;
BAS_SITUACAO;2021;CO_ENTIDADE;1000;0;0;;;;;;
BAS_SITUACAO;2021;TP_SITUACAO;1000;36;3.6;2;9;5.7085;5;2;9
BAS_SITUACAO;2021;IN_CONCLUINTE;1000;819;81.9;0;1;0.674;1;0;1
BAS_SITUACAO;2021;IN_TRANSFERIDO;1000;0;0;0;1;0.031;0;0;1
BAS_SITUACAO;2022;NU_ANO;1000;0;0;2022;2022;2022;2022;2022;2022
BAS_SITUACAO;2022;ID_MATRICULA;1000;0;0;;;;;;
BAS_SITUACAO;2022;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_SITUACAO;2022;IN_REGULAR;1000;64;6.4;0;1;0.9017;1;0;1
BAS_SITUACAO;2022;ID_TURMA;1000;0;0;;;;;;
BAS_SITUACAO;2022;CO_ENTIDADE;1000;0;0;;;;;;
BAS_SITUACAO;2022;TP_SITUACAO;1000;65;6.5;2;9;5.6182;5;2;9
BAS_SITUACAO;2022;IN_CONCLUINTE;1000;822;82.2;0;1;0.6461;1;0;1
BAS_SITUACAO;2022;IN_TRANSFERIDO;1000;0;0;0;1;0.033;0;0;1
BAS_SITUACAO;2023;NU_ANO;1000;0;0;2023;2023;2023;2023;2023;2023
BAS_SITUACAO;2023;ID_MATRICULA;1000;0;0;;;;;;
BAS_SITUACAO;2023;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_SITUACAO;2023;IN_REGULAR;1000;57;5.7;0;1;0.8727;1;0;1
BAS_SITUACAO;2023;ID_TURMA;1000;0;0;;;;;;
BAS_SITUACAO;2023;CO_ENTIDADE;1000;0;0;;;;;;
BAS_SITUACAO;2023;TP_SITUACAO;1000;102;10.2;2;9;5.5802;5;2;9
BAS_SITUACAO;2023;IN_CONCLUINTE;1000;798;79.8;0;1;0.6386;1;0;1
BAS_SITUACAO;2023;IN_TRANSFERIDO;1000;0;0;0;1;0.031;0;0;1
